time	V(n002)
Step Information: F=10  (Run: 1/7)
3.639297202985447e-003	1.239374e-004
3.658460557746212e-003	1.119909e-004
3.678971216773679e-003	1.037225e-004
3.703255415667653e-003	1.038078e-004
3.731689773909555e-003	1.149474e-004
3.751339777155254e-003	1.265564e-004
3.772689690280088e-003	1.371915e-004
3.799921116306496e-003	1.412199e-004
3.828129991129928e-003	1.338507e-004
3.849647455008904e-003	1.222101e-004
3.868627503013571e-003	1.115811e-004
3.890779212267774e-003	1.044803e-004
3.915724898890074e-003	1.062787e-004
3.948412889215662e-003	1.197148e-004
3.971643069691958e-003	1.314690e-004
3.995926089666955e-003	1.389141e-004
4.023752311806017e-003	1.364643e-004
4.059737957058659e-003	1.217350e-004
4.082296671172448e-003	1.110732e-004
4.104418258833244e-003	1.053681e-004
4.130719900469321e-003	1.083869e-004
4.165749749791240e-003	1.223493e-004
4.191975244311421e-003	1.332260e-004
4.219111705379668e-003	1.374124e-004
4.248078267691152e-003	1.314674e-004
4.273457785417001e-003	1.202468e-004
4.294653423029701e-003	1.110539e-004
4.319121547339407e-003	1.063164e-004
4.345904790580641e-003	1.101703e-004
4.376379238834288e-003	1.220293e-004
4.401463639537409e-003	1.316884e-004
4.429573753153573e-003	1.355113e-004
4.459187565536747e-003	1.298158e-004
4.484323647623137e-003	1.196055e-004
4.505991064690285e-003	1.112319e-004
4.531756572657750e-003	1.073054e-004
4.559549351716821e-003	1.116420e-004
4.587488860708305e-003	1.219394e-004
4.612255600241229e-003	1.303104e-004
4.644772213351635e-003	1.332866e-004
4.674202573720373e-003	1.271830e-004
4.698629264481330e-003	1.178196e-004
4.721127978239280e-003	1.107953e-004
4.752290042312009e-003	1.088908e-004
4.780797854077293e-003	1.150024e-004
4.805760269291459e-003	1.240006e-004
4.831249052715294e-003	1.307922e-004
4.863013407249169e-003	1.307880e-004
4.897384409476915e-003	1.220541e-004
4.919810749821445e-003	1.143650e-004
4.943794351492545e-003	1.093131e-004
4.974130252454191e-003	1.110265e-004
5.011337566352845e-003	1.209544e-004
5.038883961334765e-003	1.283685e-004
5.069377226640357e-003	1.302602e-004
5.102136914609438e-003	1.240357e-004
5.126929679350732e-003	1.162072e-004
5.151292528944733e-003	1.106057e-004
5.183647836278472e-003	1.107869e-004
5.217008371417600e-003	1.182300e-004
5.241868857760720e-003	1.252636e-004
5.270217447117047e-003	1.291521e-004
5.303270048043358e-003	1.257285e-004
5.338387177309153e-003	1.166001e-004
5.365595133574749e-003	1.110998e-004
5.401163597795095e-003	1.115635e-004
5.433639723522286e-003	1.184267e-004
5.459589379302973e-003	1.248912e-004
5.489910466912633e-003	1.277212e-004
5.523981087629972e-003	1.234417e-004
5.553670980962921e-003	1.159762e-004
5.580296945673825e-003	1.110845e-004
5.615682014814008e-003	1.118140e-004
5.651068029549369e-003	1.187782e-004
5.677557840574378e-003	1.244242e-004
5.709493327615035e-003	1.261752e-004
5.744819959398823e-003	1.211573e-004
5.772496864582939e-003	1.147110e-004
5.800131147934216e-003	1.107012e-004
5.835341885412787e-003	1.125148e-004
5.876983012197865e-003	1.202370e-004
5.909240200200151e-003	1.244651e-004
5.949442136961733e-003	1.223022e-004
5.989541625917432e-003	1.148811e-004
6.019055158767198e-003	1.110431e-004
6.059475443095879e-003	1.129994e-004
6.097853868520331e-003	1.195863e-004
6.128930105416614e-003	1.233161e-004
6.170509146037824e-003	1.211301e-004
6.212239966772571e-003	1.141623e-004
6.243588563055918e-003	1.108120e-004
6.284657116555101e-003	1.132942e-004
6.326998712359639e-003	1.197677e-004
6.361953798559378e-003	1.223696e-004
6.403314672062238e-003	1.187631e-004
6.443812181939460e-003	1.125350e-004
6.478467939273913e-003	1.105536e-004
6.518021187984511e-003	1.143855e-004
6.553377643564937e-003	1.195517e-004
6.589109504600508e-003	1.211773e-004
6.629472246065742e-003	1.170864e-004
6.662023184876366e-003	1.121889e-004
6.695530997847933e-003	1.102537e-004
6.734928921939112e-003	1.135551e-004
6.770241854853697e-003	1.183401e-004
6.806251073379168e-003	1.200714e-004
6.847739811927480e-003	1.164220e-004
6.883043879826971e-003	1.117073e-004
6.918441985993003e-003	1.101190e-004
6.959372783985834e-003	1.135696e-004
6.993877703907011e-003	1.177058e-004
7.031433113737086e-003	1.187904e-004
7.073888089673186e-003	1.148529e-004
7.107285975101790e-003	1.109056e-004
7.144514854496716e-003	1.099818e-004
7.186266340277773e-003	1.136689e-004
7.220608592617746e-003	1.171182e-004
7.261405292583028e-003	1.172212e-004
7.305299708865058e-003	1.128969e-004
7.339256934985267e-003	1.098755e-004
7.382605875391976e-003	1.105349e-004
7.427367614673288e-003	1.147194e-004
7.464158279438389e-003	1.166152e-004
7.514109467610681e-003	1.139628e-004
7.564204716358194e-003	1.098734e-004
7.609194542413975e-003	1.098365e-004
7.656711550688969e-003	1.137321e-004
7.693779173132318e-003	1.154695e-004
7.746975165164051e-003	1.129395e-004
7.803524949335674e-003	1.093029e-004
7.856403767834672e-003	1.100384e-004
7.906719670043558e-003	1.135869e-004
7.947915220840283e-003	1.141626e-004
8.000756366835225e-003	1.104485e-004
8.039602819748208e-003	1.081603e-004
8.089838557578008e-003	1.093388e-004
8.140924105289752e-003	1.125547e-004
8.186991503602048e-003	1.127666e-004
8.239216158396671e-003	1.092162e-004
8.279556602474059e-003	1.074474e-004
8.336642755748381e-003	1.092717e-004
8.395261448407496e-003	1.116261e-004
8.453610884980549e-003	1.101747e-004
8.510845896978495e-003	1.071356e-004
8.561507184278840e-003	1.074297e-004
8.617187394569259e-003	1.103402e-004
8.663301044208933e-003	1.106447e-004
8.720426480772963e-003	1.074570e-004
8.764702949863149e-003	1.059700e-004
8.824967888523768e-003	1.077709e-004
8.882681543645259e-003	1.094440e-004
8.944695609854071e-003	1.077523e-004
9.007745088118656e-003	1.054899e-004
9.069968042978317e-003	1.065220e-004
9.133064037719059e-003	1.082078e-004
9.196218120371372e-003	1.067208e-004
9.260803782988264e-003	1.045702e-004
9.324541923036563e-003	1.055143e-004
9.389494372978193e-003	1.069771e-004
9.456050842851688e-003	1.054239e-004
9.598106629235229e-003	1.048187e-004
9.668924827653335e-003	1.055439e-004
9.741881655405125e-003	1.034160e-004
9.804255253179278e-003	1.024548e-004
9.875351375143121e-003	1.041491e-004
9.933238143757645e-003	1.044413e-004
1.000345628806058e-002	1.020780e-004
1.006015427442561e-002	1.012901e-004
1.012888126830900e-002	1.029365e-004
1.018628845778351e-002	1.032235e-004
1.025582938909828e-002	1.010157e-004
1.031376021783615e-002	1.002174e-004
1.038347979753264e-002	1.016972e-004
1.044296655442341e-002	1.019016e-004
1.051392788246366e-002	9.980781e-005
1.057416259184678e-002	9.913492e-005
1.064507725051704e-002	1.004987e-004
1.070694001690082e-002	1.004748e-004
1.077855007656246e-002	9.847002e-005
1.084107691760365e-002	9.804315e-005
1.091236724999876e-002	9.927847e-005
1.097715796143291e-002	9.891760e-005
1.104930406262966e-002	9.707794e-005
1.111611087794328e-002	9.700430e-005
1.118861310824551e-002	9.795457e-005
1.126050323946442e-002	9.707685e-005
1.133605018338270e-002	9.567640e-005
1.141778170962845e-002	9.609677e-005
1.150020589608044e-002	9.621747e-005
1.158845352686929e-002	9.463817e-005
1.166672777684611e-002	9.428937e-005
1.175037178659555e-002	9.492031e-005
1.183113527101871e-002	9.396703e-005
1.191446978525180e-002	9.284723e-005
1.201212603525180e-002	9.325721e-005
1.209985831198121e-002	9.281369e-005
1.219079980385009e-002	9.142318e-005
1.227756289542062e-002	9.147454e-005
1.236598104913318e-002	9.151238e-005
1.246363729913317e-002	9.016207e-005
1.256129354913317e-002	8.978660e-005
1.274754378310975e-002	8.874727e-005
1.284358274767377e-002	8.803553e-005
1.294123899767377e-002	8.821857e-005
1.303889524767377e-002	8.723988e-005
1.313304239419745e-002	8.632363e-005
1.323069864419745e-002	8.647560e-005
1.332835489419745e-002	8.572234e-005
1.342221081759728e-002	8.464522e-005
1.351986706759728e-002	8.467840e-005
1.361752331759728e-002	8.416229e-005
1.371517956759728e-002	8.296874e-005
1.381283581759728e-002	8.283350e-005
1.391049206759728e-002	8.249430e-005
1.400814831759728e-002	8.128273e-005
1.410580456759727e-002	8.096864e-005
1.420227934605808e-002	8.077724e-005
1.429993559605808e-002	7.960315e-005
1.439759184605808e-002	7.908492e-005
1.459290434605808e-002	7.790114e-005
1.469056059605808e-002	7.719773e-005
1.478821684605808e-002	7.713009e-005
1.488587309605808e-002	7.617650e-005
1.498352934605808e-002	7.531164e-005
1.508118559605808e-002	7.522798e-005
1.517884184605808e-002	7.442027e-005
1.527649809605807e-002	7.342962e-005
1.537415434605807e-002	7.328215e-005
1.547181059605807e-002	7.262477e-005
1.566712309605807e-002	7.130171e-005
1.576477934605807e-002	7.078433e-005
1.586243559605808e-002	6.967554e-005
1.596009184605808e-002	6.929600e-005
1.605774809605808e-002	6.889565e-005
1.615540434605808e-002	6.779635e-005
1.625306059605808e-002	6.727372e-005
1.635071684605808e-002	6.695800e-005
1.644837309605808e-002	6.590815e-005
1.654602934605809e-002	6.524229e-005
1.664368559605809e-002	6.497312e-005
1.674134184605809e-002	6.400416e-005
1.683899809605809e-002	6.320734e-005
1.693665434605809e-002	6.294487e-005
1.703431059605809e-002	6.207763e-005
1.713196684605809e-002	6.117238e-005
1.722962309605810e-002	6.087884e-005
1.732727934605810e-002	6.012254e-005
1.752259184605810e-002	5.878172e-005
1.762024809605810e-002	5.813408e-005
1.771790434605810e-002	5.710575e-005
1.781556059605810e-002	5.666066e-005
1.791321684605811e-002	5.610911e-005
1.801087309605811e-002	5.507085e-005
1.810852934605811e-002	5.452265e-005
1.820618559605811e-002	5.404634e-005
1.830384184605811e-002	5.303026e-005
1.840149809605811e-002	5.237395e-005
1.859681059605811e-002	5.097934e-005
1.869446684605812e-002	5.021969e-005
1.879212309605812e-002	4.981158e-005
1.888977934605812e-002	4.891324e-005
1.898743559605812e-002	4.806349e-005
1.908509184605812e-002	4.764571e-005
1.918274809605812e-002	4.682735e-005
1.928040434605812e-002	4.590737e-005
1.937806059605813e-002	4.545362e-005
1.947571684605813e-002	4.471781e-005
1.967102934605813e-002	4.324073e-005
1.976868559605813e-002	4.258187e-005
1.986634184605813e-002	4.159564e-005
1.996399809605813e-002	4.101258e-005
2.006165434605814e-002	4.041809e-005
2.015931059605814e-002	3.943684e-005
2.025696684605814e-002	3.877436e-005
2.045227934605814e-002	3.727238e-005
2.054993559605814e-002	3.653055e-005
2.074524809605815e-002	3.509892e-005
2.084290434605815e-002	3.428465e-005
2.094056059605815e-002	3.376606e-005
2.103821684605815e-002	3.291309e-005
2.113587309605815e-002	3.203897e-005
2.123352934605815e-002	3.150333e-005
2.133118559605815e-002	3.071193e-005
2.152649809605816e-002	2.922415e-005
2.162415434605816e-002	2.849317e-005
2.172181059605816e-002	2.755165e-005
2.181946684605816e-002	2.693284e-005
2.191712309605816e-002	2.625546e-005
2.201477934605816e-002	2.530897e-005
2.211243559605816e-002	2.463430e-005
2.220952547940941e-002	2.400365e-005
2.230718172940941e-002	2.306972e-005
2.240483797940942e-002	2.233541e-005
2.259872306785465e-002	2.083454e-005
2.269637931785465e-002	2.004055e-005
2.279403556785465e-002	1.944532e-005
2.289169181785465e-002	1.857510e-005
2.298433477287569e-002	1.776972e-005
2.308199102287569e-002	1.718947e-005
2.316829808122398e-002	1.647107e-005
2.334423281372059e-002	1.507264e-005
2.343177965026577e-002	1.444921e-005
2.352056809403008e-002	1.356207e-005
2.359449407925400e-002	1.301804e-005
2.367418753577908e-002	1.257515e-005
2.374661285321728e-002	1.190916e-005
2.390008671561675e-002	1.070693e-005
2.397798029544603e-002	1.016872e-005
2.405074196325098e-002	9.407629e-006
2.410865930673773e-002	8.914421e-006
2.417818600996792e-002	8.584614e-006
2.423025723593831e-002	8.217246e-006
2.429479795004064e-002	7.495800e-006
2.440368098852408e-002	6.739498e-006
2.451398472767859e-002	5.864728e-006
2.457247173292199e-002	5.249210e-006
2.462348160867771e-002	4.916665e-006
2.467596110247449e-002	4.689897e-006
2.471776573103111e-002	4.368830e-006
2.476650574843273e-002	3.796800e-006
2.483738233378187e-002	3.176510e-006
2.487866940457291e-002	3.023144e-006
2.495214376343007e-002	2.481432e-006
2.499215894544233e-002	1.999657e-006
2.508274665070753e-002	1.347706e-006
2.510337801607897e-002	1.284842e-006
2.515385430310842e-002	9.296842e-007
2.518877939060493e-002	5.200888e-007
2.521941927784580e-002	1.364003e-007
2.528021584541889e-002	-2.652275e-007
2.530965766560128e-002	-3.490255e-007
2.537173816353600e-002	-8.319427e-007
2.539645042167498e-002	-1.129360e-006
2.548757241719425e-002	-1.893318e-006
2.551662542967557e-002	-2.014375e-006
2.558374419263642e-002	-2.520313e-006
2.563551060984903e-002	-3.066903e-006
2.573095090356579e-002	-3.754567e-006
2.582939731577852e-002	-4.504916e-006
2.588600693807549e-002	-5.053784e-006
2.594488883293341e-002	-5.497261e-006
2.600647847519614e-002	-5.881286e-006
2.606911762877544e-002	-6.387883e-006
2.613610735571027e-002	-7.009605e-006
2.620741588420931e-002	-7.550959e-006
2.636970736970485e-002	-8.800259e-006
2.655532461127554e-002	-1.023740e-005
2.665298086127554e-002	-1.101603e-005
2.684829336127555e-002	-1.255146e-005
2.694594961127555e-002	-1.331013e-005
2.714126211127555e-002	-1.486177e-005
2.733657461127555e-002	-1.642363e-005
2.743423086127556e-002	-1.716654e-005
2.762954336127556e-002	-1.870657e-005
2.772719961127556e-002	-1.946410e-005
2.792251211127556e-002	-2.098206e-005
2.811782461127556e-002	-2.246305e-005
2.821548086127557e-002	-2.325023e-005
2.841079336127557e-002	-2.474078e-005
2.850844961127557e-002	-2.551116e-005
2.870376211127557e-002	-2.701167e-005
2.880141836127557e-002	-2.776481e-005
2.899673086127558e-002	-2.927417e-005
2.919204336127558e-002	-3.080161e-005
2.928969961127558e-002	-3.152674e-005
2.948501211127558e-002	-3.303412e-005
2.968032461127559e-002	-3.447874e-005
3.046157461127560e-002	-4.041041e-005
3.270766836127563e-002	-5.672069e-005
3.495376211127566e-002	-7.193233e-005
3.719985586127569e-002	-8.572649e-005
3.944594961127573e-002	-9.779623e-005
4.169204336127576e-002	-1.079224e-004
4.393813711127579e-002	-1.159125e-004
4.618423086127582e-002	-1.215937e-004
4.833266836127585e-002	-1.247656e-004
4.999282461127588e-002	-1.256611e-004
5.184829336127590e-002	-1.250485e-004
5.399673086127593e-002	-1.222199e-004
5.507094961127595e-002	-1.199680e-004
5.731704336127598e-002	-1.135061e-004
5.956313711127601e-002	-1.047874e-004
6.180923086127604e-002	-9.398595e-005
6.405532461127597e-002	-8.131530e-005
6.630141836127584e-002	-6.702763e-005
6.854751211127572e-002	-5.140746e-005
7.079360586127559e-002	-3.476513e-005
7.303969961127546e-002	-1.743141e-005
7.528579336127533e-002	2.488597e-007
7.753188711127521e-002	1.792413e-005
7.977798086127508e-002	3.524305e-005
8.202407461127495e-002	5.186121e-005
8.427016836127482e-002	6.744817e-005
8.436782461127482e-002	6.809759e-005
8.661391836127469e-002	8.227851e-005
8.886001211127456e-002	9.482342e-005
9.110610586127443e-002	1.054829e-004
9.335219961127431e-002	1.140450e-004
9.559829336127418e-002	1.203395e-004
9.774673086127406e-002	1.241225e-004
9.979751211127394e-002	1.256274e-004
9.999282461127393e-002	1.256633e-004
1.000000000000000e-001	1.256643e-004
Step Information: F=100  (Run: 2/7)
0.000000000000000e+000	0.000000e+000
2.160516861636602e-006	3.000774e-006
3.357324960955948e-006	7.238642e-006
4.184754623542272e-006	1.123654e-005
5.219505020646753e-006	1.745832e-005
6.509052299909691e-006	2.710019e-005
8.122380059539983e-006	4.208281e-005
1.013847059469593e-005	6.529588e-005
1.266730590499590e-005	1.012945e-004
1.584429879965113e-005	1.569620e-004
1.985906110535381e-005	2.429390e-004
2.496808894136977e-005	3.750968e-004
3.156129548101535e-005	5.769483e-004
4.027595966782139e-005	8.806995e-004
5.240258620728267e-005	1.326177e-003
6.709695195621622e-005	1.823746e-003
8.293243266938463e-005	2.208177e-003
1.007748981245579e-004	2.351345e-003
1.214952251017293e-004	2.117936e-003
1.453301972481597e-004	1.487934e-003
1.590470381833558e-004	1.027733e-003
1.693991591499580e-004	6.853609e-004
1.793075868851851e-004	4.139446e-004
1.887618809100418e-004	2.298327e-004
1.975688845219793e-004	1.417083e-004
2.071296008014626e-004	1.441198e-004
2.170602170934195e-004	2.523228e-004
2.289546213242346e-004	5.052382e-004
2.438687330781991e-004	9.399935e-004
2.576620073195247e-004	1.386321e-003
2.736851712293773e-004	1.855517e-003
2.895785022686885e-004	2.156105e-003
3.085656142067184e-004	2.209096e-003
3.304993629718831e-004	1.916212e-003
3.440484392421375e-004	1.569820e-003
3.557653698520647e-004	1.198765e-003
3.671951373743512e-004	8.402657e-004
3.782898528505526e-004	5.396793e-004
3.886693962006885e-004	3.328636e-004
3.986896820746761e-004	2.255009e-004
4.094331161539794e-004	2.223430e-004
4.211774971869165e-004	3.440435e-004
4.334667777762261e-004	5.911997e-004
4.473653442900280e-004	9.678075e-004
4.624861875085440e-004	1.410989e-003
4.781101638751979e-004	1.807231e-003
4.951865164661790e-004	2.063453e-003
5.141010601507513e-004	2.054323e-003
5.383799904475741e-004	1.691739e-003
5.496211573474308e-004	1.411805e-003
5.619992870450498e-004	1.049566e-003
5.740608431137038e-004	7.178259e-004
5.852762953354993e-004	4.672611e-004
5.959793429501765e-004	3.130481e-004
6.077121308232478e-004	2.555138e-004
6.190974275770467e-004	3.185200e-004
6.329368357651895e-004	5.331185e-004
6.470395452836805e-004	8.580537e-004
6.631954999829165e-004	1.284493e-003
6.785416829520117e-004	1.647990e-003
6.960034813314539e-004	1.910072e-003
7.143225026701968e-004	1.933480e-003
7.381370561396532e-004	1.644641e-003
7.501148104770080e-004	1.383431e-003
7.628198597726566e-004	1.046386e-003
7.750765246166914e-004	7.337389e-004
7.866239333912485e-004	4.898293e-004
7.977479212522367e-004	3.346405e-004
8.099321850371334e-004	2.722502e-004
8.217560390412194e-004	3.285029e-004
8.365676958448661e-004	5.379319e-004
8.510685941501587e-004	8.429281e-004
8.676842249198311e-004	1.238659e-003
8.831911928931045e-004	1.560465e-003
9.009974923283007e-004	1.778305e-003
9.196335086964400e-004	1.765448e-003
9.446873959933249e-004	1.445323e-003
9.562161516912565e-004	1.204170e-003
9.686217925215688e-004	9.018610e-004
9.808402304832666e-004	6.256080e-004
9.924020509156594e-004	4.183182e-004
1.003698168580903e-003	2.949753e-004
1.015855584912478e-003	2.647564e-004
1.028602799074348e-003	3.455585e-004
1.041832489984335e-003	5.351396e-004
1.055948670488568e-003	8.160386e-004
1.072205759280340e-003	1.166338e-003
1.087917589542602e-003	1.451504e-003
1.105789988047643e-003	1.628169e-003
1.124879484778102e-003	1.586686e-003
1.151160973242003e-003	1.240950e-003
1.164519683070045e-003	9.746252e-004
1.175534566129891e-003	7.311509e-004
1.186902019746422e-003	5.068223e-004
1.198371697295271e-003	3.355435e-004
1.209753252972187e-003	2.414726e-004
1.221774344542530e-003	2.371931e-004
1.235372221113466e-003	3.396117e-004
1.247860038010004e-003	5.184963e-004
1.261834868081922e-003	7.801253e-004
1.277714987784813e-003	1.087255e-003
1.293631037072816e-003	1.334123e-003
1.311517215488618e-003	1.466235e-003
1.331182714890894e-003	1.389893e-003
1.359665608261215e-003	1.002691e-003
1.374645495990894e-003	7.218640e-004
1.385570827570880e-003	5.107554e-004
1.396318788849004e-003	3.387361e-004
1.407245788675818e-003	2.209438e-004
1.419154412053681e-003	1.688823e-004
1.430433334973059e-003	2.024049e-004
1.445625186001679e-003	3.547349e-004
1.460191848407096e-003	5.774956e-004
1.476261715714863e-003	8.605133e-004
1.491547854967391e-003	1.099454e-003
1.508795474493500e-003	1.265105e-003
1.527046398042627e-003	1.269325e-003
1.550716660896603e-003	1.060277e-003
1.562337382813885e-003	8.817851e-004
1.574765349986050e-003	6.509527e-004
