Freq.	V(salida)
Step Information: C=100n  (Run: 1/5)
4.26579518801586e+004	4.82125961360554e-001,1.76622188982923e-004
4.36515832240159e+004	4.82125964260417e-001,1.72601778234526e-004
4.46683592150956e+004	4.82125967029765e-001,1.68672883030837e-004
4.57088189614868e+004	4.82125969674473e-001,1.64833420248815e-004
4.67735141287191e+004	4.82125972200148e-001,1.61081354475820e-004
4.78630092322631e+004	4.82125974612150e-001,1.57414695997950e-004
4.89778819368439e+004	4.82125976915594e-001,1.53831500855903e-004
5.01187233627264e+004	4.82125979115365e-001,1.50329869061986e-004
5.12861383991357e+004	4.82125981216131e-001,1.46907944093120e-004
5.24807460249764e+004	4.82125983222347e-001,1.43563911497147e-004
5.37031796370244e+004	4.82125985138268e-001,1.40295998442217e-004
5.49540873857616e+004	4.82125986967958e-001,1.37102472299673e-004
5.62341325190340e+004	4.82125988715299e-001,1.33981639583495e-004
5.75439937337148e+004	4.82125990383996e-001,1.30931845583012e-004
5.88843655355580e+004	4.82125991977590e-001,1.27951473025946e-004
6.02559586074348e+004	4.82125993499461e-001,1.25038942463423e-004
6.16595001861472e+004	4.82125994952835e-001,1.22192708959980e-004
6.30957344480183e+004	4.82125996340797e-001,1.19411263657999e-004
6.45654229034645e+004	4.82125997666291e-001,1.16693131877327e-004
6.60693448007586e+004	4.82125998932128e-001,1.14036872265950e-004
6.76082975391971e+004	4.82126000140992e-001,1.11441076251356e-004
6.91830970918925e+004	4.82126001295449e-001,1.08904367911599e-004
7.07945784384127e+004	4.82126002397947e-001,1.06425402207894e-004
7.24435960074979e+004	4.82126003450823e-001,1.04002864548913e-004
7.41310241300906e+004	4.82126004456313e-001,1.01635470443928e-004
7.58577575029172e+004	4.82126005416548e-001,9.93219648378377e-005
7.76247116628679e+004	4.82126006333566e-001,9.70611211553374e-005
7.94328234724269e+004	4.82126007209311e-001,9.48517404709291e-005
8.12830516164086e+004	4.82126008045641e-001,9.26926511263249e-005
8.31763771102658e+004	4.82126008844330e-001,9.05827091495138e-005
8.51138038202363e+004	4.82126009607072e-001,8.85207952174287e-005
8.70963589956067e+004	4.82126010335485e-001,8.65058161594691e-005
8.91250938133731e+004	4.82126011031114e-001,8.45367034684226e-005
9.12010839355895e+004	4.82126011695434e-001,8.26124130211326e-005
9.33254300796976e+004	4.82126012329855e-001,8.07319253827723e-005
9.54992586021420e+004	4.82126012935723e-001,7.88942424073421e-005
9.77237220955795e+004	4.82126013514322e-001,7.70983902363071e-005
9.99999999999984e+004	4.82126014066880e-001,7.53434166452071e-005
1.02329299228074e+005	4.82126014594568e-001,7.36283909231000e-005
1.04712854805088e+005	4.82126015098507e-001,7.19524043803729e-005
1.07151930523759e+005	4.82126015579765e-001,7.03145679354811e-005
1.09647819614317e+005	4.82126016039362e-001,6.87140127556278e-005
1.12201845430195e+005	4.82126016478274e-001,6.71498909080498e-005
1.14815362149686e+005	4.82126016897432e-001,6.56213734214456e-005
1.17489755493951e+005	4.82126017297725e-001,6.41276482217515e-005
1.20226443461739e+005	4.82126017680002e-001,6.26679250708014e-005
1.23026877081236e+005	4.82126018045073e-001,6.12414289364063e-005
1.25892541179415e+005	4.82126018393713e-001,5.98474037839697e-005
1.28824955169311e+005	4.82126018726662e-001,5.84851106304727e-005
1.31825673855639e+005	4.82126019044626e-001,5.71538268520925e-005
1.34896288259163e+005	4.82126019348279e-001,5.58528469533553e-005
1.38038426460286e+005	4.82126019638265e-001,5.45814810240479e-005
1.41253754462273e+005	4.82126019915200e-001,5.33390549259965e-005
1.44543977074590e+005	4.82126020179671e-001,5.21249096203028e-005
1.47910838816818e+005	4.82126020432239e-001,5.09384018040364e-005
1.51356124843618e+005	4.82126020673439e-001,4.97789018254570e-005
1.54881661891246e+005	4.82126020903783e-001,4.86457961706647e-005
1.58489319246109e+005	4.82126021123761e-001,4.75384826211423e-005
1.62181009735890e+005	4.82126021333837e-001,4.64563751127955e-005
1.65958690743753e+005	4.82126021534459e-001,4.53988986956394e-005
1.69824365246172e+005	4.82126021726051e-001,4.43654935320439e-005
1.73780082874935e+005	4.82126021909020e-001,4.33556119903358e-005
1.77827941003889e+005	4.82126022083754e-001,4.23687173699120e-005
1.81970085860995e+005	4.82126022250624e-001,4.14042876868727e-005
1.86208713666284e+005	4.82126022409983e-001,4.04618107763726e-005
1.90546071796322e+005	4.82126022562170e-001,3.95407878942320e-005
1.94984459975801e+005	4.82126022707508e-001,3.86407297424193e-005
1.99526231496885e+005	4.82126022846304e-001,3.77611589999029e-005
2.04173794466949e+005	4.82126022978853e-001,3.69016103560771e-005
2.08929613085400e+005	4.82126023105437e-001,3.60616266491281e-005
2.13796208950220e+005	4.82126023226324e-001,3.52407643523927e-005
2.18776162394952e+005	4.82126023341769e-001,3.44385861893698e-005
2.23872113856830e+005	4.82126023452019e-001,3.36546685213559e-005
2.29086765276773e+005	4.82126023557307e-001,3.28885946030787e-005
2.34422881531988e+005	4.82126023657856e-001,3.21399592047165e-005
2.39883291901945e+005	4.82126023753879e-001,3.14083640216218e-005
2.45470891568499e+005	4.82126023845581e-001,3.06934223658794e-005
2.51188643150954e+005	4.82126023933156e-001,2.99947544879394e-005
2.57039578276882e+005	4.82126024016788e-001,2.93119911302214e-005
2.63026799189534e+005	4.82126024096657e-001,2.86447687985578e-005
2.69153480392687e+005	4.82126024172932e-001,2.79927338680305e-005
2.75422870333812e+005	4.82126024245773e-001,2.73555413675742e-005
2.81838293126440e+005	4.82126024315336e-001,2.67328532922670e-005
2.88403150312656e+005	4.82126024381768e-001,2.61243404290526e-005
2.95120922666633e+005	4.82126024445210e-001,2.55296773650281e-005
3.01995172040196e+005	4.82126024505797e-001,2.49485497508509e-005
3.09029543251354e+005	4.82126024563656e-001,2.43806522946557e-005
3.16227766016832e+005	4.82126024618912e-001,2.38256817367293e-005
3.23593656929623e+005	4.82126024671681e-001,2.32833425347863e-005
3.31131121482585e+005	4.82126024722075e-001,2.27533486280737e-005
3.38844156139197e+005	4.82126024770201e-001,2.22354194461547e-005
3.46736850452526e+005	4.82126024816161e-001,2.17292786152035e-005
3.54813389233569e+005	4.82126024860052e-001,2.12346607600920e-005
3.63078054770095e+005	4.82126024901968e-001,2.07513002973141e-005
3.71535229097166e+005	4.82126024941997e-001,2.02789431063174e-005
3.80189396320555e+005	4.82126024980225e-001,1.98173377789574e-005
3.89045144994274e+005	4.82126025016732e-001,1.93662403521799e-005
3.98107170553490e+005	4.82126025051596e-001,1.89254103323808e-005
4.07380277804106e+005	4.82126025084891e-001,1.84946168094214e-005
4.16869383470328e+005	4.82126025116687e-001,1.80736264526393e-005
4.26579518801585e+005	4.82126025147052e-001,1.76622211746467e-005
4.36515832240158e+005	4.82126025176051e-001,1.72601797751454e-005
4.46683592150955e+005	4.82126025203745e-001,1.68672906152143e-005
4.57088189614867e+005	4.82126025230192e-001,1.64833431720227e-005
4.67735141287190e+005	4.82126025255448e-001,1.61081370859281e-005
4.78630092322630e+005	4.82126025279568e-001,1.57414710045886e-005
4.89778819368438e+005	4.82126025302603e-001,1.53831521160747e-005
5.01187233627263e+005	4.82126025324600e-001,1.50329883123301e-005
5.12861383991356e+005	4.82126025345608e-001,1.46907954814706e-005
5.24807460249763e+005	4.82126025365670e-001,1.43563924115636e-005
5.37031796370243e+005	4.82126025384829e-001,1.40296012029475e-005
5.49540873857615e+005	4.82126025403126e-001,1.37102477947785e-005
5.62341325190339e+005	4.82126025420600e-001,1.33981645674249e-005
5.75439937337147e+005	4.82126025437287e-001,1.30931847728208e-005
5.88843655355579e+005	4.82126025453223e-001,1.27951476402243e-005
6.02559586074347e+005	4.82126025468441e-001,1.25038951527057e-005
6.16595001861471e+005	4.82126025482975e-001,1.22192722619798e-005
6.30957344480182e+005	4.82126025496855e-001,1.19411288150871e-005
6.45654229034644e+005	4.82126025510110e-001,1.16693146423446e-005
6.60693448007584e+005	4.82126025522768e-001,1.14036876044069e-005
6.76082975391970e+005	4.82126025534857e-001,1.11441066713148e-005
6.91830970918924e+005	4.82126025546401e-001,1.08904374111076e-005
7.07945784384125e+005	4.82126025557426e-001,1.06425400485108e-005
7.24435960074977e+005	4.82126025567955e-001,1.04002865746323e-005
7.41310241300904e+005	4.82126025578010e-001,1.01635473741424e-005
7.58577575029170e+005	4.82126025587612e-001,9.93219615559859e-006
7.76247116628678e+005	4.82126025596783e-001,9.70611239577635e-006
7.94328234724267e+005	4.82126025605540e-001,9.48517343334920e-006
8.12830516164085e+005	4.82126025613904e-001,9.26926583610682e-006
8.31763771102656e+005	4.82126025621890e-001,9.05827228670417e-006
8.51138038202361e+005	4.82126025629518e-001,8.85208046788844e-006
8.70963589956065e+005	4.82126025636802e-001,8.65058311668322e-006
8.91250938133729e+005	4.82126025643758e-001,8.45367231652526e-006
9.12010839355893e+005	4.82126025650401e-001,8.26124181492292e-006
9.33254300796974e+005	4.82126025656745e-001,8.07319324826355e-006
9.54992586021419e+005	4.82126025662804e-001,7.88942334559174e-006
9.77237220955793e+005	4.82126025668590e-001,7.70983928111344e-006
9.99999999999982e+005	4.82126025674116e-001,7.53434106089326e-006
1.02329299228074e+006	4.82126025679393e-001,7.36284060855360e-006
1.04712854805088e+006	4.82126025684432e-001,7.19523980538263e-006
1.07151930523759e+006	4.82126025689244e-001,7.03145791834979e-006
1.09647819614316e+006	4.82126025693840e-001,6.87140146856625e-006
1.12201845430194e+006	4.82126025698230e-001,6.71499025345181e-006
1.14815362149686e+006	4.82126025702421e-001,6.56213728341117e-006
1.17489755493951e+006	4.82126025706424e-001,6.41276616107424e-006
1.20226443461739e+006	4.82126025710247e-001,6.26679280865148e-006
1.23026877081236e+006	4.82126025713898e-001,6.12414363793113e-006
1.25892541179414e+006	4.82126025717384e-001,5.98474000968755e-006
1.28824955169311e+006	4.82126025720714e-001,5.84851032939666e-006
1.31825673855638e+006	4.82126025723893e-001,5.71538153399590e-006
1.34896288259163e+006	4.82126025726930e-001,5.58528852509929e-006
1.38038426460286e+006	4.82126025729829e-001,5.45814652000934e-006
1.41253754462273e+006	4.82126025732599e-001,5.33390604993631e-006
1.44543977074590e+006	4.82126025735243e-001,5.21249134689211e-006
1.47910838816818e+006	4.82126025737769e-001,5.09384024561134e-006
1.51356124843618e+006	4.82126025740181e-001,4.97789358738588e-006
1.54881661891245e+006	4.82126025742485e-001,4.86458280109758e-006
1.58489319246108e+006	4.82126025744685e-001,4.75384841580734e-006
1.62181009735890e+006	4.82126025746785e-001,4.64563802199540e-006
1.65958690743753e+006	4.82126025748792e-001,4.53988756426908e-006
1.69824365246171e+006	4.82126025750707e-001,4.43654164509076e-006
1.73780082874934e+006	4.82126025752537e-001,4.33555967094640e-006
1.77827941003889e+006	4.82126025754284e-001,4.23687230222128e-006
1.81970085860995e+006	4.82126025755953e-001,4.14043059399234e-006
1.86208713666283e+006	4.82126025757547e-001,4.04618316045648e-006
1.90546071796321e+006	4.82126025759069e-001,3.95407703374517e-006
1.94984459975801e+006	4.82126025760522e-001,3.86407331206808e-006
1.99526231496884e+006	4.82126025761910e-001,3.77611499464385e-006
2.04173794466949e+006	4.82126025763235e-001,3.69015867646704e-006
2.08929613085400e+006	4.82126025764501e-001,3.60616513760381e-006
2.13796208950219e+006	4.82126025765710e-001,3.52407557690595e-006
2.18776162394951e+006	4.82126025766864e-001,3.44385127529880e-006
2.23872113856830e+006	4.82126025767967e-001,3.36546681745040e-006
2.29086765276773e+006	4.82126025769020e-001,3.28886189393044e-006
2.34422881531988e+006	4.82126025770026e-001,3.21399544287302e-006
2.39883291901944e+006	4.82126025770986e-001,3.14083467960032e-006
2.45470891568498e+006	4.82126025771903e-001,3.06934926614788e-006
2.51188643150953e+006	4.82126025772778e-001,2.99946825788997e-006
2.57039578276881e+006	4.82126025773615e-001,2.93119359852679e-006
2.63026799189533e+006	4.82126025774414e-001,2.86447685463858e-006
2.69153480392686e+006	4.82126025775176e-001,2.79928019011939e-006
2.75422870333811e+006	4.82126025775905e-001,2.73555563899375e-006
2.81838293126440e+006	4.82126025776600e-001,2.67328564513238e-006
2.88403150312655e+006	4.82126025777264e-001,2.61242699658924e-006
2.95120922666633e+006	4.82126025777899e-001,2.55296290018217e-006
3.01995172040196e+006	4.82126025778505e-001,2.49485248683920e-006
3.09029543251353e+006	4.82126025779083e-001,2.43806798488493e-006
3.16227766016832e+006	4.82126025779636e-001,2.38256195639778e-006
3.23593656929622e+006	4.82126025780164e-001,2.32833267588757e-006
3.31131121482585e+006	4.82126025780668e-001,2.27533076596305e-006
3.38844156139196e+006	4.82126025781149e-001,2.22354281837356e-006
3.46736850452525e+006	4.82126025781609e-001,2.17292340995733e-006
3.54813389233568e+006	4.82126025782048e-001,2.12346813508779e-006
3.63078054770094e+006	4.82126025782467e-001,2.07512958069089e-006
3.71535229097165e+006	4.82126025782867e-001,2.02789612686573e-006
3.80189396320554e+006	4.82126025783249e-001,1.98173549918262e-006
3.89045144994273e+006	4.82126025783614e-001,1.93662869737537e-006
3.98107170553489e+006	4.82126025783963e-001,1.89254626323598e-006
4.07380277804105e+006	4.82126025784296e-001,1.84946102974915e-006
4.16869383470327e+006	4.82126025784614e-001,1.80735836003592e-006
4.26579518801584e+006	4.82126025784917e-001,1.76622583354361e-006
4.36515832240157e+006	4.82126025785207e-001,1.72601924062137e-006
4.46683592150954e+006	4.82126025785484e-001,1.68672797463929e-006
4.57088189614866e+006	4.82126025785749e-001,1.64833326245657e-006
4.67735141287189e+006	4.82126025786001e-001,1.61081589640989e-006
4.78630092322629e+006	4.82126025786242e-001,1.57416122348090e-006
4.89778819368436e+006	4.82126025786473e-001,1.53833039846617e-006
5.01187233627262e+006	4.82126025786693e-001,1.50329997166155e-006
5.12861383991355e+006	4.82126025786903e-001,1.46908892189904e-006
5.24807460249762e+006	4.82126025787104e-001,1.43565523062424e-006
5.37031796370242e+006	4.82126025787295e-001,1.40296339578124e-006
5.49540873857613e+006	4.82126025787478e-001,1.37101939537445e-006
5.62341325190338e+006	4.82126025787653e-001,1.33981385796275e-006
5.75439937337145e+006	4.82126025787820e-001,1.30930775929609e-006
5.88843655355577e+006	4.82126025787979e-001,1.27950621646876e-006
6.02559586074345e+006	4.82126025788131e-001,1.25039554534071e-006
6.16595001861470e+006	4.82126025788276e-001,1.22192605267998e-006
6.30957344480180e+006	4.82126025788415e-001,1.19410991981391e-006
6.45654229034642e+006	4.82126025788548e-001,1.16692326951420e-006
6.60693448007582e+006	4.82126025788675e-001,1.14036631490019e-006
6.76082975391968e+006	4.82126025788795e-001,1.11441720671516e-006
6.91830970918922e+006	4.82126025788911e-001,1.08903452158383e-006
7.07945784384123e+006	4.82126025789021e-001,1.06424384855598e-006
7.24435960074975e+006	4.82126025789127e-001,1.04002558271686e-006
7.41310241300902e+006	4.82126025789227e-001,1.01636479988083e-006
7.58577575029168e+006	4.82126025789323e-001,9.93221893412712e-007
7.76247116628676e+006	4.82126025789415e-001,9.70605514568298e-007
7.94328234724265e+006	4.82126025789502e-001,9.48520145563734e-007
8.12830516164082e+006	4.82126025789586e-001,9.26931250607669e-007
8.31763771102654e+006	4.82126025789666e-001,9.05826917770827e-007
8.51138038202359e+006	4.82126025789742e-001,8.85216584904497e-007
8.70963589956062e+006	4.82126025789815e-001,8.65066849598065e-007
8.91250938133727e+006	4.82126025789884e-001,8.45366878924613e-007
9.12010839355890e+006	4.82126025789951e-001,8.26129647670092e-007
9.33254300796971e+006	4.82126025790014e-001,8.07323982891145e-007
9.54992586021416e+006	4.82126025790075e-001,7.88941230379227e-007
9.77237220955790e+006	4.82126025790133e-001,7.70973429356540e-007
1.00000000000000e+007	4.82126025790188e-001,7.53458170532012e-007
Step Information: C=1m  (Run: 5/5)
1.00000000000000e+000	1.39453334377910e-001,2.20197419057485e-001
1.02329299228075e+000	1.44109280602423e-001,2.22265367386993e-001
1.04712854805090e+000	1.48850950450983e-001,2.24252468608728e-001
1.07151930523761e+000	1.53675568991746e-001,2.26154402180666e-001
1.09647819614318e+000	1.58580084544430e-001,2.27966942856626e-001
1.12201845430196e+000	1.63561171449551e-001,2.29685981481361e-001
1.14815362149688e+000	1.68615234647339e-001,2.31307545895848e-001
1.17489755493953e+000	1.73738416109358e-001,2.32827821774848e-001
1.20226443461741e+000	1.78926603146348e-001,2.34243173210566e-001
1.23026877081238e+000	1.84175438594850e-001,2.35550162850349e-001
1.25892541179417e+000	1.89480332863091e-001,2.36745571393068e-001
1.28824955169313e+000	1.94836477793758e-001,2.37826416248356e-001
1.31825673855641e+000	2.00238862278043e-001,2.38789969165420e-001
1.34896288259165e+000	2.05682289532185e-001,2.39633772643683e-001
1.38038426460288e+000	2.11161395925028e-001,2.40355654946217e-001
1.41253754462275e+000	2.16670671223426e-001,2.40953743548648e-001
1.44543977074593e+000	2.22204480101983e-001,2.41426476870880e-001
1.47910838816821e+000	2.27757084745169e-001,2.41772614156363e-001
1.51356124843621e+000	2.33322668353639e-001,2.41991243383537e-001
1.54881661891248e+000	2.38895359352970e-001,2.42081787116066e-001
1.58489319246111e+000	2.44469256092375e-001,2.42044006222310e-001
1.62181009735893e+000	2.50038451813443e-001,2.41878001419523e-001
1.65958690743756e+000	2.55597059664810e-001,2.41584212624285e-001
1.69824365246174e+000	2.61139237537941e-001,2.41163416116951e-001
1.73780082874937e+000	2.66659212501989e-001,2.40616719554076e-001
1.77827941003892e+000	2.72151304621813e-001,2.39945554888293e-001
1.81970085860998e+000	2.77609949952655e-001,2.39151669279480e-001
1.86208713666287e+000	2.83029722517428e-001,2.38237114103873e-001
1.90546071796325e+000	2.88405355087716e-001,2.37204232188536e-001
1.94984459975804e+000	2.93731758607238e-001,2.36055643417072e-001
1.99526231496888e+000	2.99004040116073e-001,2.34794228868270e-001
2.04173794466953e+000	3.04217519055192e-001,2.33423113662282e-001
2.08929613085404e+000	3.09367741853175e-001,2.31945648698916e-001
2.13796208950223e+000	3.14450494719992e-001,2.30365391479424e-001
2.18776162394955e+000	3.19461814596040e-001,2.28686086206960e-001
2.23872113856834e+000	3.24397998227629e-001,2.26911643361587e-001
2.29086765276777e+000	3.29255609362617e-001,2.25046118943568e-001
2.34422881531992e+000	3.34031484081285e-001,2.23093693573841e-001
2.39883291901949e+000	3.38722734297728e-001,2.21058651633198e-001
2.45470891568503e+000	3.43326749485551e-001,2.18945360612236e-001
2.51188643150958e+000	3.47841196698346e-001,2.16758250832686e-001
2.57039578276886e+000	3.52264018970159e-001,2.14501795687811e-001
2.63026799189538e+000	3.56593432193694e-001,2.12180492535321e-001
2.69153480392691e+000	3.60827920584436e-001,2.09798844361203e-001
2.75422870333816e+000	3.64966230847007e-001,2.07361342317164e-001
2.81838293126445e+000	3.69007365166173e-001,2.04872449218478e-001
2.88403150312660e+000	3.72950573148783e-001,2.02336584073127e-001
2.95120922666638e+000	3.76795342844924e-001,1.99758107697506e-001
3.01995172040201e+000	3.80541390976672e-001,1.97141309458876e-001
3.09029543251359e+000	3.84188652501266e-001,1.94490395170366e-001
3.16227766016837e+000	3.87737269632458e-001,1.91809476150845e-001
3.23593656929628e+000	3.91187580439439e-001,1.89102559449489e-001
3.31131121482591e+000	3.94540107137257e-001,1.86373539223510e-001
3.38844156139202e+000	3.97795544176239e-001,1.83626189247328e-001
3.46736850452531e+000	4.00954746230810e-001,1.80864156522472e-001
3.54813389233575e+000	4.04018716180450e-001,1.78090955949762e-001
3.63078054770101e+000	4.06988593167474e-001,1.75309966018777e-001
3.71535229097172e+000	4.09865640808101e-001,1.72524425464227e-001
3.80189396320560e+000	4.12651235624942e-001,1.69737430834661e-001
3.89045144994280e+000	4.15346855760800e-001,1.66951934915695e-001
3.98107170553496e+000	4.17954070025593e-001,1.64170745947818e-001
4.07380277804112e+000	4.20474527320384e-001,1.61396527577506e-001
4.16869383470335e+000	4.22909946475049e-001,1.58631799479927e-001
4.26579518801592e+000	4.25262106529016e-001,1.55878938591756e-001
4.36515832240165e+000	4.27532837477918e-001,1.53140180893537e-001
4.46683592150962e+000	4.29724011502854e-001,1.50417623682449e-001
4.57088189614874e+000	4.31837534693328e-001,1.47713228278244e-001
4.67735141287197e+000	4.33875339269838e-001,1.45028823107406e-001
4.78630092322637e+000	4.35839376307481e-001,1.42366107113163e-001
4.89778819368445e+000	4.37731608957870e-001,1.39726653441811e-001
5.01187233627271e+000	4.39554006163078e-001,1.37111913358779e-001
5.12861383991364e+000	4.41308536852206e-001,1.34523220350986e-001
5.24807460249771e+000	4.42997164608544e-001,1.31961794375168e-001
5.37031796370252e+000	4.44621842793041e-001,1.29428746215047e-001
5.49540873857623e+000	4.46184510107999e-001,1.26925081913334e-001
5.62341325190348e+000	4.47687086583425e-001,1.24451707247678e-001
5.75439937337156e+000	4.49131469967365e-001,1.22009432222616e-001
5.88843655355588e+000	4.50519532500715e-001,1.19598975552533e-001
6.02559586074356e+000	4.51853118056446e-001,1.17220969113354e-001
6.16595001861481e+000	4.53134039622898e-001,1.14875962343339e-001
6.30957344480192e+000	4.54364077110667e-001,1.12564426575822e-001
6.45654229034654e+000	4.55544975462741e-001,1.10286759289059e-001
6.60693448007594e+000	4.56678443047748e-001,1.08043288260488e-001
6.76082975391980e+000	4.57766150316612e-001,1.05834275614747e-001
6.91830970918935e+000	4.58809728703365e-001,1.03659921756593e-001
7.07945784384136e+000	4.59810769751495e-001,1.01520369181582e-001
7.24435960074988e+000	4.60770824447853e-001,9.94157061588902e-002
7.41310241300916e+000	4.61691402746878e-001,9.73459702820660e-002
7.58577575029182e+000	4.62573973268657e-001,9.53111518847184e-002
7.76247116628690e+000	4.63419963155145e-001,9.33111973193112e-002
7.94328234724279e+000	4.64230758069686e-001,9.13460120981884e-002
8.12830516164097e+000	4.65007702325783e-001,8.94154638968621e-002
8.31763771102669e+000	4.65752099131922e-001,8.75193854203441e-002
8.51138038202374e+000	4.66465210940034e-001,8.56575771339876e-002
8.70963589956078e+000	4.67148259886011e-001,8.38298098608696e-002
8.91250938133743e+000	4.67802428311475e-001,8.20358272482431e-002
9.12010839355907e+000	4.68428859356729e-001,8.02753481059946e-002
9.33254300796988e+000	4.69028657615602e-001,7.85480686203967e-002
9.54992586021433e+000	4.69602889843574e-001,7.68536644467083e-002
9.77237220955808e+000	4.70152585711240e-001,7.51917926844123e-002
9.99999999999997e+000	4.70678738595854e-001,7.35620937390333e-002
1.02329299228075e+001	4.71182306404256e-001,7.19641930746245e-002
1.04712854805090e+001	4.71664212421099e-001,7.03977028610680e-002
1.07151930523760e+001	4.72125346176822e-001,6.88622235204086e-002
1.09647819614318e+001	4.72566564330342e-001,6.73573451764335e-002
1.12201845430196e+001	4.72988691561896e-001,6.58826490117160e-002
1.14815362149688e+001	4.73392521471932e-001,6.44377085362977e-002
1.17489755493953e+001	4.73778817482367e-001,6.30220907721356e-002
1.20226443461741e+001	4.74148313736902e-001,6.16353573573536e-002
1.23026877081238e+001	4.74501715997463e-001,6.02770655742836e-002
1.25892541179416e+001	4.74839702534163e-001,5.89467693051447e-002
1.28824955169313e+001	4.75162925006488e-001,5.76440199191282e-002
1.31825673855640e+001	4.75472009333693e-001,5.63683670945392e-002
1.34896288259165e+001	4.75767556552660e-001,5.51193595795125e-002
1.38038426460288e+001	4.76050143661706e-001,5.38965458947062e-002
1.41253754462275e+001	4.76320324449045e-001,5.26994749812492e-002
1.44543977074592e+001	4.76578630304802e-001,5.15276967970840e-002
1.47910838816820e+001	4.76825571015683e-001,5.03807628647203e-002
1.51356124843620e+001	4.77061635541530e-001,4.92582267732837e-002
1.54881661891248e+001	4.77287292773185e-001,4.81596446376192e-002
1.58489319246111e+001	4.77502992271170e-001,4.70845755170768e-002
1.62181009735892e+001	4.77709164984862e-001,4.60325817964837e-002
1.65958690743755e+001	4.77906223951916e-001,4.50032295316933e-002
1.69824365246174e+001	4.78094564977791e-001,4.39960887619652e-002
1.73780082874937e+001	4.78274567295340e-001,4.30107337913395e-002
1.77827941003892e+001	4.78446594204479e-001,4.20467434410283e-002
1.81970085860998e+001	4.78610993692030e-001,4.11037012747658e-002
1.86208713666286e+001	4.78768099031890e-001,4.01811957989343e-002
1.90546071796324e+001	4.78918229365725e-001,3.92788206391960e-002
1.94984459975804e+001	4.79061690264448e-001,3.83961746952565e-002
1.99526231496887e+001	4.79198774270766e-001,3.75328622752963e-002
2.04173794466952e+001	4.79329761423115e-001,3.66884932115170e-002
2.08929613085403e+001	4.79454919761332e-001,3.58626829581679e-002
2.13796208950222e+001	4.79574505814458e-001,3.50550526733370e-002
2.18776162394954e+001	4.79688765071035e-001,3.42652292857066e-002
2.23872113856833e+001	4.79797932432339e-001,3.34928455474124e-002
2.29086765276776e+001	4.79902232648951e-001,3.27375400740640e-002
2.34422881531991e+001	4.80001880741111e-001,3.19989573729360e-002
2.39883291901948e+001	4.80097082403281e-001,3.12767478602478e-002
2.45470891568502e+001	4.80188034393381e-001,3.05705678684309e-002
2.51188643150957e+001	4.80274924907126e-001,2.98800796441787e-002
2.57039578276885e+001	4.80357933937917e-001,2.92049513380679e-002
2.63026799189537e+001	4.80437233622734e-001,2.85448569864605e-002
2.69153480392690e+001	4.80512988574469e-001,2.78994764863539e-002
2.75422870333815e+001	4.80585356201144e-001,2.72684955638140e-002
2.81838293126444e+001	4.80654487012430e-001,2.66516057365636e-002
2.88403150312659e+001	4.80720524913926e-001,2.60485042712828e-002
2.95120922666637e+001	4.80783607489573e-001,2.54588941361251e-002
3.01995172040200e+001	4.80843866272665e-001,2.48824839489162e-002
3.09029543251358e+001	4.80901427005817e-001,2.43189879214778e-002
3.16227766016837e+001	4.80956409890314e-001,2.37681258004965e-002
3.23593656929627e+001	4.81008929825214e-001,2.32296228052990e-002
3.31131121482590e+001	4.81059096636586e-001,2.27032095629021e-002
3.38844156139201e+001	4.81107015297244e-001,2.21886220406585e-002
3.46736850452530e+001	4.81152786137345e-001,2.16856014767923e-002
3.54813389233574e+001	4.81196505046186e-001,2.11938943091324e-002
3.63078054770100e+001	4.81238263665541e-001,2.07132521022710e-002
3.71535229097171e+001	4.81278149574871e-001,2.02434314734126e-002
3.80189396320559e+001	4.81316246468712e-001,1.97841940171155e-002
3.89045144994279e+001	4.81352634326557e-001,1.93353062291587e-002
3.98107170553495e+001	4.81387389575525e-001,1.88965394296848e-002
4.07380277804111e+001	4.81420585246105e-001,1.84676696858359e-002
4.16869383470333e+001	4.81452291121253e-001,1.80484777339961e-002
4.26579518801591e+001	4.81482573879104e-001,1.76387489018314e-002
4.36515832240164e+001	4.81511497229564e-001,1.72382730302365e-002
4.46683592150961e+001	4.81539122045036e-001,1.68468443953125e-002
4.57088189614873e+001	4.81565506485502e-001,1.64642616304913e-002
4.67735141287196e+001	4.81590706118214e-001,1.60903276489222e-002
4.78630092322636e+001	4.81614774032201e-001,1.57248495661958e-002
4.89778819368444e+001	4.81637760947819e-001,1.53676386234977e-002
5.01187233627270e+001	4.81659715321538e-001,1.50185101112729e-002
5.12861383991362e+001	4.81680683446179e-001,1.46772832934615e-002
5.24807460249770e+001	4.81700709546779e-001,1.43437813323852e-002
5.37031796370250e+001	4.81719835872275e-001,1.40178312143148e-002
5.49540873857622e+001	4.81738102783188e-001,1.36992636758038e-002
5.62341325190346e+001	4.81755548835463e-001,1.33879131307964e-002
5.75439937337154e+001	4.81772210860640e-001,1.30836175985866e-002
5.88843655355586e+001	4.81788124042511e-001,1.27862186326262e-002
6.02559586074355e+001	4.81803321990405e-001,1.24955612502466e-002
6.16595001861479e+001	4.81817836809255e-001,1.22114938633026e-002
6.30957344480190e+001	4.81831699166583e-001,1.19338682097664e-002
6.45654229034652e+001	4.81844938356529e-001,1.16625392862827e-002
6.60693448007593e+001	4.81857582361059e-001,1.13973652817291e-002
6.76082975391978e+001	4.81869657908471e-001,1.11382075117567e-002
